invoice_id,order_date,customer_id,branch,city,customer_type,gender,product_line,unit_price,quantity,payment,gross_margin_ratio
836-82-5858,01/26/19,131,B,Bekasi,Member,Male,Health and beauty,485590.00000000006,9,Ewallet,4.761904762
289-65-5721,01/26/19,112,B,Bekasi,Normal,Female,Fashion accessories,569590.0,2,Cash,4.761904762
834-61-8124,01/26/19,18,A,Jakarta,Normal,Male,Electronic accessories,361830.0,7,Cash,4.761904762
173-82-9529,01/26/19,105,B,Bekasi,Normal,Female,Fashion accessories,265650.0,10,Cash,4.761904762
539-21-7227,01/26/19,114,B,Bekasi,Normal,Female,Sports and travel,360780.0,5,Cash,4.761904762
258-69-7810,01/26/19,184,C,Bogor,Normal,Female,Fashion accessories,257950.0,5,Cash,4.761904762
881-41-7302,01/26/19,193,C,Bogor,Normal,Female,Fashion accessories,454929.99999999994,1,Credit card,4.761904762
135-13-8269,01/26/19,143,B,Bekasi,Member,Female,Food and beverages,552160.0,2,Cash,4.761904762
308-39-1707,01/26/19,37,A,Jakarta,Normal,Female,Fashion accessories,84630.0,1,Credit card,4.761904762
896-34-0956,01/26/19,15,A,Jakarta,Normal,Male,Fashion accessories,149240.0,1,Cash,4.761904762
176-78-1170,01/26/19,206,C,Bogor,Member,Male,Health and beauty,236670.00000000003,3,Ewallet,4.761904762
794-42-3736,01/26/19,99,B,Bekasi,Normal,Male,Food and beverages,233310.0,2,Credit card,4.761904762
452-04-8808,01/26/19,88,B,Bekasi,Normal,Male,Electronic accessories,609560.0,7,Cash,4.761904762
641-43-2399,01/26/19,99,B,Bekasi,Normal,Male,Home and lifestyle,178850.0,4,Ewallet,4.761904762
836-82-5858,01/26/19,137,B,Bekasi,Member,Male,Health and beauty,485590.00000000006,9,Ewallet,4.761904762
289-65-5721,01/26/19,103,B,Bekasi,Normal,Female,Fashion accessories,569590.0,2,Cash,4.761904762
834-61-8124,01/26/19,7,A,Jakarta,Normal,Male,Electronic accessories,361830.0,7,Cash,4.761904762
173-82-9529,01/26/19,117,B,Bekasi,Normal,Female,Fashion accessories,265650.0,10,Cash,4.761904762
539-21-7227,01/26/19,111,B,Bekasi,Normal,Female,Sports and travel,360780.0,5,Cash,4.761904762
258-69-7810,01/26/19,197,C,Bogor,Normal,Female,Fashion accessories,257950.0,5,Cash,4.761904762
881-41-7302,01/26/19,184,C,Bogor,Normal,Female,Fashion accessories,454929.99999999994,1,Credit card,4.761904762
135-13-8269,01/26/19,158,B,Bekasi,Member,Female,Food and beverages,552160.0,2,Cash,4.761904762
308-39-1707,01/26/19,31,A,Jakarta,Normal,Female,Fashion accessories,84630.0,1,Credit card,4.761904762
896-34-0956,01/26/19,1,A,Jakarta,Normal,Male,Fashion accessories,149240.0,1,Cash,4.761904762
176-78-1170,01/26/19,220,C,Bogor,Member,Male,Health and beauty,236670.00000000003,3,Ewallet,4.761904762
794-42-3736,01/26/19,81,B,Bekasi,Normal,Male,Food and beverages,233310.0,2,Credit card,4.761904762
452-04-8808,01/26/19,82,B,Bekasi,Normal,Male,Electronic accessories,609560.0,7,Cash,4.761904762
123-19-1176,01/27/19,54,A,Jakarta,Member,Male,Health and beauty,407540.0,8,Ewallet,4.761904762
870-54-3162,01/27/19,37,A,Jakarta,Normal,Female,Sports and travel,225750.0,5,Cash,4.761904762
633-91-1052,01/27/19,25,A,Jakarta,Normal,Female,Home and lifestyle,84210.0,2,Cash,4.761904762
613-59-9758,01/27/19,188,C,Bogor,Normal,Female,Sports and travel,100520.0,10,Cash,4.761904762
394-41-0748,01/27/19,239,C,Bogor,Member,Female,Fashion accessories,378490.0,9,Ewallet,4.761904762
325-90-8763,01/27/19,232,C,Bogor,Member,Female,Electronic accessories,325990.0,10,Cash,4.761904762
862-59-8517,01/27/19,191,C,Bogor,Normal,Female,Food and beverages,631680.0,6,Cash,4.761904762
620-02-2046,01/27/19,170,C,Bogor,Normal,Male,Home and lifestyle,485800.00000000006,2,Ewallet,4.761904762
595-27-4851,01/27/19,25,A,Jakarta,Normal,Female,Fashion accessories,379960.0,7,Ewallet,4.761904762
534-01-4457,01/27/19,10,A,Jakarta,Normal,Male,Food and beverages,571970.0,6,Credit card,4.761904762
788-07-8452,01/27/19,227,C,Bogor,Member,Female,Home and lifestyle,169680.0,7,Ewallet,4.761904762
869-11-3082,01/27/19,136,B,Bekasi,Member,Male,Health and beauty,673120.0,4,Credit card,4.761904762
585-90-0249,01/27/19,44,A,Jakarta,Member,Male,Electronic accessories,512820.00000000006,1,Ewallet,4.761904762
624-01-8356,01/27/19,114,B,Bekasi,Normal,Female,Home and lifestyle,343070.0,10,Credit card,4.761904762
633-91-1052,01/27/19,35,A,Jakarta,Normal,Female,Home and lifestyle,84210.0,2,Cash,4.761904762
613-59-9758,01/27/19,184,C,Bogor,Normal,Female,Sports and travel,100520.0,10,Cash,4.761904762
394-41-0748,01/27/19,239,C,Bogor,Member,Female,Fashion accessories,378490.0,9,Ewallet,4.761904762
325-90-8763,01/27/19,233,C,Bogor,Member,Female,Electronic accessories,325990.0,10,Cash,4.761904762
862-59-8517,01/27/19,196,C,Bogor,Normal,Female,Food and beverages,631680.0,6,Cash,4.761904762
620-02-2046,01/27/19,163,C,Bogor,Normal,Male,Home and lifestyle,485800.00000000006,2,Ewallet,4.761904762
595-27-4851,01/27/19,34,A,Jakarta,Normal,Female,Fashion accessories,379960.0,7,Ewallet,4.761904762
534-01-4457,01/27/19,9,A,Jakarta,Normal,Male,Food and beverages,571970.0,6,Credit card,4.761904762
788-07-8452,01/27/19,221,C,Bogor,Member,Female,Home and lifestyle,169680.0,7,Ewallet,4.761904762
869-11-3082,01/27/19,134,B,Bekasi,Member,Male,Health and beauty,673120.0,4,Credit card,4.761904762
585-90-0249,01/27/19,57,A,Jakarta,Member,Male,Electronic accessories,512820.00000000006,1,Ewallet,4.761904762
624-01-8356,01/27/19,104,B,Bekasi,Normal,Female,Home and lifestyle,343070.0,10,Credit card,4.761904762
149-71-6266,01/28/19,129,B,Bekasi,Member,Male,Sports and travel,546490.0,9,Cash,4.761904762
400-89-4171,01/28/19,183,C,Bogor,Normal,Female,Sports and travel,566790.0,8,Cash,4.761904762
342-65-4817,01/28/19,205,C,Bogor,Member,Male,Health and beauty,607600.0,3,Ewallet,4.761904762
593-65-1552,01/28/19,199,C,Bogor,Normal,Female,Home and lifestyle,488670.0,4,Credit card,4.761904762
211-30-9270,01/28/19,161,C,Bogor,Normal,Male,Health and beauty,121870.0,5,Credit card,4.761904762
372-26-1506,01/28/19,188,C,Bogor,Normal,Female,Fashion accessories,166740.0,5,Ewallet,4.761904762
390-80-5128,01/28/19,145,B,Bekasi,Member,Female,Health and beauty,134050.0,1,Credit card,4.761904762
726-29-6793,01/28/19,55,A,Jakarta,Member,Male,Electronic accessories,169260.0,8,Ewallet,4.761904762
243-47-2663,01/28/19,205,C,Bogor,Member,Male,Electronic accessories,131390.0,6,Credit card,4.761904762
222-42-0244,01/28/19,156,B,Bekasi,Member,Female,Health and beauty,504770.0,9,Credit card,4.761904762
544-55-9589,01/28/19,145,B,Bekasi,Member,Female,Electronic accessories,150010.0,10,Cash,4.761904762
699-88-1972,01/28/19,97,B,Bekasi,Normal,Male,Health and beauty,694120.0,8,Credit card,4.761904762
865-41-9075,01/28/19,12,A,Jakarta,Normal,Male,Food and beverages,80710.0,7,Cash,4.761904762
430-53-4718,01/28/19,122,B,Bekasi,Member,Male,Health and beauty,527590.0,8,Credit card,4.761904762
342-65-4817,01/28/19,216,C,Bogor,Member,Male,Health and beauty,607600.0,3,Ewallet,4.761904762
593-65-1552,01/28/19,187,C,Bogor,Normal,Female,Home and lifestyle,488670.0,4,Credit card,4.761904762
211-30-9270,01/28/19,171,C,Bogor,Normal,Male,Health and beauty,121870.0,5,Credit card,4.761904762
372-26-1506,01/28/19,190,C,Bogor,Normal,Female,Fashion accessories,166740.0,5,Ewallet,4.761904762
390-80-5128,01/28/19,141,B,Bekasi,Member,Female,Health and beauty,134050.0,1,Credit card,4.761904762
726-29-6793,01/28/19,44,A,Jakarta,Member,Male,Electronic accessories,169260.0,8,Ewallet,4.761904762
243-47-2663,01/28/19,213,C,Bogor,Member,Male,Electronic accessories,131390.0,6,Credit card,4.761904762
222-42-0244,01/28/19,156,B,Bekasi,Member,Female,Health and beauty,504770.0,9,Credit card,4.761904762
544-55-9589,01/28/19,143,B,Bekasi,Member,Female,Electronic accessories,150010.0,10,Cash,4.761904762
699-88-1972,01/28/19,90,B,Bekasi,Normal,Male,Health and beauty,694120.0,8,Credit card,4.761904762
865-41-9075,01/28/19,4,A,Jakarta,Normal,Male,Food and beverages,80710.0,7,Cash,4.761904762
430-53-4718,01/28/19,131,B,Bekasi,Member,Male,Health and beauty,527590.0,8,Credit card,4.761904762
746-94-0204,01/29/19,5,A,Jakarta,Normal,Male,Fashion accessories,582680.0,9,Credit card,4.761904762
606-80-4905,01/29/19,234,C,Bogor,Member,Female,Sports and travel,134050.0,6,Credit card,4.761904762
110-48-7033,01/29/19,135,B,Bekasi,Member,Male,Fashion accessories,228339.99999999997,4,Cash,4.761904762
382-25-8917,01/29/19,176,C,Bogor,Normal,Male,Fashion accessories,294560.0,6,Cash,4.761904762
575-67-1508,01/29/19,6,A,Jakarta,Normal,Male,Electronic accessories,270200.0,1,Ewallet,4.761904762
862-17-9201,01/29/19,102,B,Bekasi,Normal,Female,Food and beverages,588350.0,6,Credit card,4.761904762
343-61-3544,01/29/19,131,B,Bekasi,Member,Male,Sports and travel,186690.0,10,Cash,4.761904762
816-72-8853,01/29/19,75,A,Jakarta,Member,Female,Sports and travel,195510.0,5,Cash,4.761904762
800-09-8606,01/29/19,80,A,Jakarta,Member,Female,Home and lifestyle,611590.0,5,Cash,4.761904762
137-63-5492,01/29/19,172,C,Bogor,Normal,Male,Electronic accessories,411320.0,10,Ewallet,4.761904762
569-76-2760,01/29/19,74,A,Jakarta,Member,Female,Sports and travel,154070.0,4,Credit card,4.761904762
233-67-5758,01/29/19,172,C,Bogor,Normal,Male,Health and beauty,282450.0,1,Ewallet,4.761904762
606-80-4905,01/29/19,233,C,Bogor,Member,Female,Sports and travel,134050.0,6,Credit card,4.761904762
110-48-7033,01/29/19,129,B,Bekasi,Member,Male,Fashion accessories,228339.99999999997,4,Cash,4.761904762
382-25-8917,01/29/19,162,C,Bogor,Normal,Male,Fashion accessories,294560.0,6,Cash,4.761904762
575-67-1508,01/29/19,16,A,Jakarta,Normal,Male,Electronic accessories,270200.0,1,Ewallet,4.761904762
862-17-9201,01/29/19,112,B,Bekasi,Normal,Female,Food and beverages,588350.0,6,Credit card,4.761904762
343-61-3544,01/29/19,129,B,Bekasi,Member,Male,Sports and travel,186690.0,10,Cash,4.761904762
816-72-8853,01/29/19,62,A,Jakarta,Member,Female,Sports and travel,195510.0,5,Cash,4.761904762
800-09-8606,01/29/19,69,A,Jakarta,Member,Female,Home and lifestyle,611590.0,5,Cash,4.761904762
137-63-5492,01/29/19,174,C,Bogor,Normal,Male,Electronic accessories,411320.0,10,Ewallet,4.761904762
569-76-2760,01/29/19,72,A,Jakarta,Member,Female,Sports and travel,154070.0,4,Credit card,4.761904762
233-67-5758,01/29/19,178,C,Bogor,Normal,Male,Health and beauty,282450.0,1,Ewallet,4.761904762
423-80-0988,01/30/19,164,C,Bogor,Normal,Male,Sports and travel,534800.0,2,Ewallet,4.761904762
416-13-5917,01/30/19,183,C,Bogor,Normal,Female,Food and beverages,679210.0,5,Ewallet,4.761904762
182-69-8360,01/30/19,107,B,Bekasi,Normal,Female,Electronic accessories,165550.0,4,Credit card,4.761904762
556-72-8512,01/30/19,180,C,Bogor,Normal,Male,Home and lifestyle,160720.0,1,Cash,4.761904762
283-26-5248,01/30/19,227,C,Bogor,Member,Female,Food and beverages,689640.0,10,Ewallet,4.761904762
134-54-4720,01/30/19,115,B,Bekasi,Normal,Female,Electronic accessories,296940.0,8,Ewallet,4.761904762
664-14-2882,01/30/19,232,C,Bogor,Member,Female,Home and lifestyle,73710.0,5,Credit card,4.761904762
804-38-3935,01/30/19,43,A,Jakarta,Member,Male,Electronic accessories,656460.0,3,Credit card,4.761904762
862-29-5914,01/30/19,183,C,Bogor,Normal,Female,Sports and travel,156660.0,1,Credit card,4.761904762
416-13-5917,01/30/19,196,C,Bogor,Normal,Female,Food and beverages,679210.0,5,Ewallet,4.761904762
182-69-8360,01/30/19,108,B,Bekasi,Normal,Female,Electronic accessories,165550.0,4,Credit card,4.761904762
556-72-8512,01/30/19,168,C,Bogor,Normal,Male,Home and lifestyle,160720.0,1,Cash,4.761904762
283-26-5248,01/30/19,234,C,Bogor,Member,Female,Food and beverages,689640.0,10,Ewallet,4.761904762
134-54-4720,01/30/19,119,B,Bekasi,Normal,Female,Electronic accessories,296940.0,8,Ewallet,4.761904762
664-14-2882,01/30/19,237,C,Bogor,Member,Female,Home and lifestyle,73710.0,5,Credit card,4.761904762
804-38-3935,01/30/19,46,A,Jakarta,Member,Male,Electronic accessories,656460.0,3,Credit card,4.761904762
862-29-5914,01/30/19,198,C,Bogor,Normal,Female,Sports and travel,156660.0,1,Credit card,4.761904762
239-36-3640,01/31/19,83,B,Bekasi,Normal,Male,Electronic accessories,317450.0,6,Ewallet,4.761904762
583-72-1480,01/31/19,209,C,Bogor,Member,Male,Electronic accessories,259420.00000000003,4,Ewallet,4.761904762
366-93-0948,01/31/19,54,A,Jakarta,Member,Male,Electronic accessories,464449.99999999994,1,Credit card,4.761904762
226-71-3580,01/31/19,200,C,Bogor,Normal,Female,Sports and travel,166250.0,9,Cash,4.761904762
532-59-7201,01/31/19,124,B,Bekasi,Member,Male,Sports and travel,559510.0,6,Cash,4.761904762
525-88-7307,01/31/19,140,B,Bekasi,Member,Male,Sports and travel,530740.0,1,Cash,4.761904762
286-75-7818,01/31/19,87,B,Bekasi,Normal,Male,Fashion accessories,483560.0,2,Credit card,4.761904762
187-83-5490,01/31/19,59,A,Jakarta,Member,Male,Electronic accessories,145390.0,4,Cash,4.761904762
834-45-5519,01/31/19,104,B,Bekasi,Normal,Female,Electronic accessories,301000.0,4,Ewallet,4.761904762
735-32-9839,01/31/19,205,C,Bogor,Member,Male,Fashion accessories,690900.0,8,Ewallet,4.761904762
525-09-8450,01/31/19,84,B,Bekasi,Normal,Male,Electronic accessories,504909.99999999994,10,Credit card,4.761904762
457-94-0464,01/31/19,130,B,Bekasi,Member,Male,Electronic accessories,615090.0,9,Ewallet,4.761904762
189-55-2313,01/31/19,195,C,Bogor,Normal,Female,Fashion accessories,435260.0,10,Ewallet,4.761904762
522-57-8364,01/31/19,42,A,Jakarta,Member,Male,Fashion accessories,359380.0,8,Ewallet,4.761904762
239-36-3640,01/31/19,96,B,Bekasi,Normal,Male,Electronic accessories,317450.0,6,Ewallet,4.761904762
583-72-1480,01/31/19,215,C,Bogor,Member,Male,Electronic accessories,259420.00000000003,4,Ewallet,4.761904762
366-93-0948,01/31/19,44,A,Jakarta,Member,Male,Electronic accessories,464449.99999999994,1,Credit card,4.761904762
226-71-3580,01/31/19,199,C,Bogor,Normal,Female,Sports and travel,166250.0,9,Cash,4.761904762
532-59-7201,01/31/19,127,B,Bekasi,Member,Male,Sports and travel,559510.0,6,Cash,4.761904762
525-88-7307,01/31/19,125,B,Bekasi,Member,Male,Sports and travel,530740.0,1,Cash,4.761904762
286-75-7818,01/31/19,82,B,Bekasi,Normal,Male,Fashion accessories,483560.0,2,Credit card,4.761904762
187-83-5490,01/31/19,58,A,Jakarta,Member,Male,Electronic accessories,145390.0,4,Cash,4.761904762
834-45-5519,01/31/19,103,B,Bekasi,Normal,Female,Electronic accessories,301000.0,4,Ewallet,4.761904762
735-32-9839,01/31/19,211,C,Bogor,Member,Male,Fashion accessories,690900.0,8,Ewallet,4.761904762
525-09-8450,01/31/19,95,B,Bekasi,Normal,Male,Electronic accessories,504909.99999999994,10,Credit card,4.761904762
457-94-0464,01/31/19,128,B,Bekasi,Member,Male,Electronic accessories,615090.0,9,Ewallet,4.761904762
189-55-2313,01/31/19,185,C,Bogor,Normal,Female,Fashion accessories,435260.0,10,Ewallet,4.761904762
522-57-8364,01/31/19,51,A,Jakarta,Member,Male,Fashion accessories,359380.0,8,Ewallet,4.761904762
551-21-3069,02/01/19,192,C,Bogor,Normal,Female,Electronic accessories,161490.0,9,Cash,4.761904762
237-01-6122,02/01/19,223,C,Bogor,Member,Female,Home and lifestyle,565530.0,9,Credit card,4.761904762
105-31-1824,02/01/19,48,A,Jakarta,Member,Male,Sports and travel,486640.0,7,Credit card,4.761904762
870-76-1733,02/01/19,75,A,Jakarta,Member,Female,Food and beverages,99610.0,5,Credit card,4.761904762
358-88-9262,02/01/19,222,C,Bogor,Member,Female,Food and beverages,612360.0,6,Ewallet,4.761904762
443-82-0585,02/01/19,80,A,Jakarta,Member,Female,Health and beauty,543760.0,4,Cash,4.761904762
870-76-1733,02/01/19,72,A,Jakarta,Member,Female,Food and beverages,99610.0,5,Credit card,4.761904762
358-88-9262,02/01/19,222,C,Bogor,Member,Female,Food and beverages,612360.0,6,Ewallet,4.761904762
443-82-0585,02/01/19,72,A,Jakarta,Member,Female,Health and beauty,543760.0,4,Cash,4.761904762
554-53-8700,02/02/19,206,C,Bogor,Member,Male,Home and lifestyle,392770.0,2,Cash,4.761904762
382-03-4532,02/02/19,77,A,Jakarta,Member,Female,Health and beauty,128309.99999999999,1,Cash,4.761904762
642-32-2990,02/02/19,26,A,Jakarta,Normal,Female,Food and beverages,76720.0,10,Ewallet,4.761904762
376-02-8238,02/02/19,100,B,Bekasi,Normal,Male,Home and lifestyle,657090.0,8,Credit card,4.761904762
845-51-0542,02/02/19,138,B,Bekasi,Member,Male,Food and beverages,325850.0,9,Ewallet,4.761904762
376-56-3573,02/02/19,200,C,Bogor,Normal,Female,Fashion accessories,667940.0,4,Ewallet,4.761904762
201-86-2184,02/02/19,157,B,Bekasi,Member,Female,Electronic accessories,183820.0,7,Cash,4.761904762
405-31-3305,02/02/19,44,A,Jakarta,Member,Male,Fashion accessories,301910.0,10,Credit card,4.761904762
541-08-3113,02/02/19,174,C,Bogor,Normal,Male,Food and beverages,461790.0,8,Cash,4.761904762
420-18-8989,02/02/19,78,A,Jakarta,Member,Female,Sports and travel,360640.0,8,Cash,4.761904762
418-05-0656,02/02/19,106,B,Bekasi,Normal,Female,Fashion accessories,178920.0,7,Cash,4.761904762
390-17-5806,02/02/19,240,C,Bogor,Member,Female,Food and beverages,268940.0,1,Cash,4.761904762
717-96-4189,02/02/19,200,C,Bogor,Normal,Female,Electronic accessories,248430.0,6,Cash,4.761904762
756-93-1854,02/02/19,233,C,Bogor,Member,Female,Fashion accessories,583450.0,2,Credit card,4.761904762
376-02-8238,02/02/19,84,B,Bekasi,Normal,Male,Home and lifestyle,657090.0,8,Credit card,4.761904762
845-51-0542,02/02/19,138,B,Bekasi,Member,Male,Food and beverages,325850.0,9,Ewallet,4.761904762
376-56-3573,02/02/19,195,C,Bogor,Normal,Female,Fashion accessories,667940.0,4,Ewallet,4.761904762
201-86-2184,02/02/19,151,B,Bekasi,Member,Female,Electronic accessories,183820.0,7,Cash,4.761904762
405-31-3305,02/02/19,48,A,Jakarta,Member,Male,Fashion accessories,301910.0,10,Credit card,4.761904762
541-08-3113,02/02/19,179,C,Bogor,Normal,Male,Food and beverages,461790.0,8,Cash,4.761904762
420-18-8989,02/02/19,76,A,Jakarta,Member,Female,Sports and travel,360640.0,8,Cash,4.761904762
418-05-0656,02/02/19,114,B,Bekasi,Normal,Female,Fashion accessories,178920.0,7,Cash,4.761904762
390-17-5806,02/02/19,221,C,Bogor,Member,Female,Food and beverages,268940.0,1,Cash,4.761904762
717-96-4189,02/02/19,192,C,Bogor,Normal,Female,Electronic accessories,248430.0,6,Cash,4.761904762
756-93-1854,02/02/19,228,C,Bogor,Member,Female,Fashion accessories,583450.0,2,Credit card,4.761904762
326-78-5178,02/03/19,213,C,Bogor,Member,Male,Food and beverages,639800.0,7,Cash,4.761904762
347-34-2234,02/03/19,145,B,Bekasi,Member,Female,Sports and travel,385490.0,9,Ewallet,4.761904762
430-60-3493,02/03/19,78,A,Jakarta,Member,Female,Home and lifestyle,664160.0,7,Cash,4.761904762
566-71-1091,02/03/19,18,A,Jakarta,Normal,Male,Fashion accessories,539140.0,5,Cash,4.761904762
639-76-1242,02/03/19,164,C,Bogor,Normal,Male,Food and beverages,283640.0,5,Cash,4.761904762
326-71-2155,02/03/19,191,C,Bogor,Normal,Female,Sports and travel,517650.0,4,Cash,4.761904762
277-63-2961,02/03/19,140,B,Bekasi,Member,Male,Sports and travel,517790.0,1,Credit card,4.761904762
718-57-9773,02/03/19,181,C,Bogor,Normal,Female,Sports and travel,345310.0,10,Credit card,4.761904762
443-59-0061,02/03/19,41,A,Jakarta,Member,Male,Food and beverages,472150.0,10,Ewallet,4.761904762
742-04-5161,02/03/19,47,A,Jakarta,Member,Male,Home and lifestyle,509460.0,10,Cash,4.761904762
322-02-2271,02/03/19,102,B,Bekasi,Normal,Female,Sports and travel,300790.0,3,Cash,4.761904762
585-86-8361,02/03/19,39,A,Jakarta,Normal,Female,Food and beverages,190960.0,5,Credit card,4.761904762
190-59-3964,02/03/19,129,B,Bekasi,Member,Male,Food and beverages,330120.0,5,Credit card,4.761904762
676-10-2200,02/03/19,140,B,Bekasi,Member,Male,Fashion accessories,376460.0,1,Ewallet,4.761904762
430-60-3493,02/03/19,63,A,Jakarta,Member,Female,Home and lifestyle,664160.0,7,Cash,4.761904762
566-71-1091,02/03/19,10,A,Jakarta,Normal,Male,Fashion accessories,539140.0,5,Cash,4.761904762
639-76-1242,02/03/19,167,C,Bogor,Normal,Male,Food and beverages,283640.0,5,Cash,4.761904762
326-71-2155,02/03/19,185,C,Bogor,Normal,Female,Sports and travel,517650.0,4,Cash,4.761904762
277-63-2961,02/03/19,140,B,Bekasi,Member,Male,Sports and travel,517790.0,1,Credit card,4.761904762
718-57-9773,02/03/19,183,C,Bogor,Normal,Female,Sports and travel,345310.0,10,Credit card,4.761904762
443-59-0061,02/03/19,55,A,Jakarta,Member,Male,Food and beverages,472150.0,10,Ewallet,4.761904762
742-04-5161,02/03/19,47,A,Jakarta,Member,Male,Home and lifestyle,509460.0,10,Cash,4.761904762
322-02-2271,02/03/19,111,B,Bekasi,Normal,Female,Sports and travel,300790.0,3,Cash,4.761904762
585-86-8361,02/03/19,30,A,Jakarta,Normal,Female,Food and beverages,190960.0,5,Credit card,4.761904762
190-59-3964,02/03/19,124,B,Bekasi,Member,Male,Food and beverages,330120.0,5,Credit card,4.761904762
676-10-2200,02/03/19,125,B,Bekasi,Member,Male,Fashion accessories,376460.0,1,Ewallet,4.761904762
441-94-7118,02/04/19,49,A,Jakarta,Member,Male,Electronic accessories,503650.0,1,Cash,4.761904762
236-86-3015,02/04/19,213,C,Bogor,Member,Male,Home and lifestyle,97860.0,1,Ewallet,4.761904762
745-71-3520,02/04/19,64,A,Jakarta,Member,Female,Electronic accessories,176540.0,7,Cash,4.761904762
627-95-3243,02/04/19,148,B,Bekasi,Member,Female,Home and lifestyle,543760.0,9,Ewallet,4.761904762
198-66-9832,02/04/19,154,B,Bekasi,Member,Female,Fashion accessories,504280.00000000006,2,Cash,4.761904762
695-28-6250,02/04/19,22,A,Jakarta,Normal,Female,Sports and travel,301420.0,5,Ewallet,4.761904762
518-17-2983,02/04/19,27,A,Jakarta,Normal,Female,Fashion accessories,340410.0,4,Ewallet,4.761904762
268-20-3585,02/04/19,194,C,Bogor,Normal,Female,Health and beauty,96950.0,9,Ewallet,4.761904762
434-35-9162,02/04/19,135,B,Bekasi,Member,Male,Food and beverages,163380.0,4,Ewallet,4.761904762
404-91-5964,02/04/19,15,A,Jakarta,Normal,Male,Electronic accessories,522060.0,7,Credit card,4.761904762
151-33-7434,02/04/19,120,B,Bekasi,Normal,Female,Food and beverages,474390.0,1,Credit card,4.761904762
441-94-7118,02/04/19,55,A,Jakarta,Member,Male,Electronic accessories,503650.0,1,Cash,4.761904762
236-86-3015,02/04/19,203,C,Bogor,Member,Male,Home and lifestyle,97860.0,1,Ewallet,4.761904762
745-71-3520,02/04/19,75,A,Jakarta,Member,Female,Electronic accessories,176540.0,7,Cash,4.761904762
627-95-3243,02/04/19,143,B,Bekasi,Member,Female,Home and lifestyle,543760.0,9,Ewallet,4.761904762
198-66-9832,02/04/19,152,B,Bekasi,Member,Female,Fashion accessories,504280.00000000006,2,Cash,4.761904762
695-28-6250,02/04/19,30,A,Jakarta,Normal,Female,Sports and travel,301420.0,5,Ewallet,4.761904762
518-17-2983,02/04/19,30,A,Jakarta,Normal,Female,Fashion accessories,340410.0,4,Ewallet,4.761904762
268-20-3585,02/04/19,182,C,Bogor,Normal,Female,Health and beauty,96950.0,9,Ewallet,4.761904762
434-35-9162,02/04/19,126,B,Bekasi,Member,Male,Food and beverages,163380.0,4,Ewallet,4.761904762
404-91-5964,02/04/19,18,A,Jakarta,Normal,Male,Electronic accessories,522060.0,7,Credit card,4.761904762
151-33-7434,02/04/19,102,B,Bekasi,Normal,Female,Food and beverages,474390.0,1,Credit card,4.761904762
479-26-8945,02/05/19,152,B,Bekasi,Member,Female,Sports and travel,115429.99999999999,2,Ewallet,4.761904762
210-67-5886,02/05/19,225,C,Bogor,Member,Female,Health and beauty,687470.0,3,Credit card,4.761904762
338-65-2210,02/05/19,232,C,Bogor,Member,Female,Health and beauty,480199.99999999994,10,Cash,4.761904762
729-09-9681,02/05/19,49,A,Jakarta,Member,Male,Home and lifestyle,181370.0,6,Ewallet,4.761904762
181-94-6432,02/05/19,203,C,Bogor,Member,Male,Fashion accessories,485310.0,2,Ewallet,4.761904762
374-17-3652,02/05/19,160,B,Bekasi,Member,Female,Food and beverages,299740.0,9,Credit card,4.761904762
210-57-1719,02/05/19,120,B,Bekasi,Normal,Female,Health and beauty,407680.0,9,Cash,4.761904762
880-35-0356,02/05/19,79,A,Jakarta,Member,Female,Sports and travel,526400.0,3,Ewallet,4.761904762
307-04-2070,02/05/19,66,A,Jakarta,Member,Female,Fashion accessories,214340.0,1,Credit card,4.761904762
325-89-4209,02/05/19,45,A,Jakarta,Member,Male,Food and beverages,615300.0,1,Ewallet,4.761904762
409-49-6995,02/05/19,225,C,Bogor,Member,Female,Food and beverages,330890.0,6,Cash,4.761904762
324-92-3863,02/05/19,44,A,Jakarta,Member,Male,Electronic accessories,146230.0,2,Cash,4.761904762
729-09-9681,02/05/19,49,A,Jakarta,Member,Male,Home and lifestyle,181370.0,6,Ewallet,4.761904762
181-94-6432,02/05/19,212,C,Bogor,Member,Male,Fashion accessories,485310.0,2,Ewallet,4.761904762
374-17-3652,02/05/19,158,B,Bekasi,Member,Female,Food and beverages,299740.0,9,Credit card,4.761904762
210-57-1719,02/05/19,102,B,Bekasi,Normal,Female,Health and beauty,407680.0,9,Cash,4.761904762
880-35-0356,02/05/19,80,A,Jakarta,Member,Female,Sports and travel,526400.0,3,Ewallet,4.761904762
307-04-2070,02/05/19,71,A,Jakarta,Member,Female,Fashion accessories,214340.0,1,Credit card,4.761904762
325-89-4209,02/05/19,54,A,Jakarta,Member,Male,Food and beverages,615300.0,1,Ewallet,4.761904762
409-49-6995,02/05/19,234,C,Bogor,Member,Female,Food and beverages,330890.0,6,Cash,4.761904762
324-92-3863,02/05/19,50,A,Jakarta,Member,Male,Electronic accessories,146230.0,2,Cash,4.761904762
351-62-0822,02/06/19,147,B,Bekasi,Member,Female,Fashion accessories,101360.0,4,Ewallet,4.761904762
183-56-6882,02/06/19,227,C,Bogor,Member,Female,Food and beverages,695940.0,4,Ewallet,4.761904762
727-46-3608,02/06/19,141,B,Bekasi,Member,Female,Food and beverages,140070.0,9,Ewallet,4.761904762
