carat,cut,color,clarity,depth,table,price,x,y,z
0.3,Ideal,2,SI,61.3,58.0,450,4.3,4.34,2.65
0.51,Ideal,6,VS,62.3,56.0,1882,5.09,5.12,3.18
1.53,Ideal,3,VS,62.2,56.0,13994,7.36,7.31,4.56
0.71,Ideal,6,VS,61.2,57.0,4029,5.72,5.76,3.51
1.12,Ideal,1,VS,61.2,54.0,5392,6.74,6.77,4.13
0.58,Ideal,4,SI,62.3,54.0,1401,5.36,5.39,3.35
0.59,Ideal,0,VS,58.7,56.0,1330,5.52,5.48,3.23
0.31,Ideal,5,SI,61.5,55.0,660,4.37,4.41,2.7
0.75,Ideal,5,VS,61.7,56.0,3150,5.86,5.84,3.61
0.53,Ideal,5,VVS,62.4,56.0,2288,5.15,5.17,3.22
0.53,Ideal,6,VS,61.7,55.0,1722,5.2,5.24,3.22
0.7,Ideal,4,VVS,62.0,57.0,3160,5.68,5.74,3.54
1.15,Ideal,3,VS,61.9,56.0,7999,6.71,6.73,4.16
0.3,Ideal,2,VVS,62.2,57.0,605,4.26,4.29,2.66
0.57,Ideal,3,VS,62.1,56.0,1949,5.33,5.3,3.3
1.51,Ideal,0,VS,61.1,57.0,8033,7.36,7.3,4.48
0.5,Ideal,3,VVS,60.5,55.0,1838,5.13,5.15,3.11
0.5,Ideal,3,VVS,62.2,56.0,1842,5.08,5.11,3.17
0.7,Ideal,1,VS,62.4,56.0,2398,5.66,5.68,3.54
1.23,Ideal,6,SI,60.6,54.0,6289,6.97,7.02,4.24
0.83,Ideal,6,SI,61.3,56.0,3990,6.04,6.06,3.71
1.0,Ideal,2,SI,61.5,55.6,4459,6.41,6.48,3.96
0.51,Ideal,4,SI,61.9,56.0,1346,5.11,5.16,3.18
1.01,Ideal,5,SI,62.8,57.0,4434,6.38,6.35,4.0
1.28,Ideal,3,SI,62.4,58.0,7415,6.89,6.95,4.32
0.41,Ideal,6,VVS,62.1,56.0,1295,4.76,4.78,2.96
0.3,Ideal,5,VS,61.4,59.0,911,4.3,4.27,2.63
1.2,Ideal,0,SI,61.7,56.0,4659,6.79,6.87,4.21
0.31,Ideal,5,VVS,62.1,55.0,853,4.34,4.36,2.7
0.34,Ideal,2,VVS,62.0,54.0,995,4.48,4.46,2.77
0.34,Ideal,6,VS,62.0,54.0,805,4.48,4.52,2.79
1.54,Ideal,3,SI,61.7,56.0,9530,7.44,7.41,4.58
0.9,Ideal,2,VS,61.6,57.0,4173,6.17,6.29,3.84
0.78,Ideal,1,VS,61.9,56.0,3105,5.91,5.94,3.67
1.34,Ideal,2,VS,60.2,56.0,7429,7.23,7.18,4.34
1.21,Ideal,1,SI,62.4,55.0,5218,6.81,6.78,4.24
1.51,Ideal,2,SI,61.9,57.0,7678,7.4,7.33,4.56
0.34,Ideal,3,VVS,62.1,57.0,895,4.45,4.47,2.77
0.53,Ideal,0,VS,61.4,55.2,1218,5.2,5.22,3.2
0.3,Ideal,2,VVS,62.5,55.0,581,4.29,4.32,2.69
1.3,Ideal,2,SI,62.2,56.0,7054,7.03,6.98,4.36
0.57,Ideal,2,VS,61.7,55.0,1725,5.37,5.34,3.3
0.4,Ideal,1,VS,60.9,56.0,826,4.76,4.8,2.91
1.71,Ideal,3,VS,61.4,57.0,17049,7.65,7.72,4.72
0.7,Ideal,5,SI,62.0,56.0,2061,5.71,5.74,3.55
1.02,Ideal,2,VVS,62.1,56.0,6797,6.5,6.45,4.02
0.7,Ideal,0,VS,62.2,56.0,1782,5.67,5.71,3.54
0.27,Ideal,1,VS,62.1,54.0,432,4.16,4.18,2.59
0.31,Ideal,2,VS,62.6,57.0,489,4.31,4.35,2.71
0.57,Ideal,6,VS,60.3,57.0,1718,5.42,5.4,3.26
0.31,Ideal,2,VS,62.0,53.0,562,4.34,4.37,2.7
1.25,Ideal,0,VVS,62.1,56.0,5980,6.81,6.84,4.24
1.19,Ideal,5,SI,61.3,57.0,7037,6.83,6.81,4.18
0.3,Ideal,3,VVS,61.8,57.0,850,4.31,4.33,2.67
1.33,Ideal,3,VVS,61.7,58.0,12345,7.04,7.07,4.35
0.52,Ideal,6,VS,61.8,57.0,1919,5.2,5.16,3.2
0.63,Ideal,4,SI,62.6,56.0,1698,5.53,5.49,3.45
0.42,Ideal,5,VS,61.8,57.0,1024,4.81,4.77,2.96
0.34,Ideal,2,VS,62.1,57.0,596,4.48,4.51,2.79
0.31,Ideal,4,VS,61.1,57.0,729,4.34,4.36,2.66
2.01,Ideal,3,SI,62.1,57.0,18736,8.07,8.09,5.02
0.35,Ideal,4,VS,60.8,57.0,906,4.56,4.52,2.76
0.3,Ideal,5,VS,61.5,56.0,658,4.29,4.33,2.65
0.55,Ideal,5,VS,61.1,55.0,1975,5.3,5.33,3.25
1.01,Ideal,3,SI,59.5,57.0,4079,6.56,6.59,3.91
1.21,Ideal,6,SI,63.0,57.0,7589,6.82,6.76,4.28
0.71,Ideal,3,VS,61.8,56.0,3299,5.68,5.72,3.52
0.36,Ideal,6,SI,60.3,56.0,663,4.61,4.65,2.79
0.34,Ideal,3,VS,61.3,55.0,765,4.51,4.49,2.76
0.41,Ideal,6,VVS,60.6,57.0,1582,4.82,4.79,2.91
2.4,Ideal,0,SI,60.6,57.0,16274,8.62,8.76,5.26
0.51,Ideal,6,SI,59.8,55.0,1359,5.23,5.17,3.11
0.3,Ideal,4,SI,61.9,56.0,475,4.3,4.32,2.67
0.27,Ideal,6,VS,60.2,57.0,470,4.19,4.21,2.53
0.46,Ideal,6,VS,62.6,56.0,1637,4.92,4.95,3.09
1.69,Ideal,2,VS,61.0,57.0,13882,7.72,7.66,4.69
0.34,Ideal,5,VS,62.1,56.0,1033,4.5,4.48,2.79
1.02,Ideal,2,VS,62.3,54.0,4604,6.48,6.39,4.01
1.19,Ideal,2,VS,62.5,54.0,7466,6.78,6.82,4.25
0.55,Ideal,2,VS,61.2,56.0,1686,5.26,5.3,3.23
0.46,Ideal,1,VS,62.3,59.0,952,4.95,4.91,3.07
1.02,Ideal,1,SI,62.8,58.0,4189,6.37,6.41,4.01
1.1,Ideal,0,SI,60.1,57.0,4624,6.77,6.74,4.06
0.56,Ideal,4,VS,62.6,55.0,1723,5.25,5.29,3.3
2.2,Ideal,3,SI,62.0,57.0,18168,8.31,8.27,5.14
1.03,Ideal,3,VVS,61.2,57.0,8483,6.48,6.52,3.98
0.32,Ideal,6,VVS,61.7,55.0,1067,4.41,4.44,2.73
0.3,Ideal,5,VVS,61.6,57.0,1013,4.32,4.29,2.65
1.06,Ideal,4,SI,62.7,56.0,3461,6.52,6.47,4.07
0.33,Ideal,5,VS,62.3,53.8,771,4.42,4.44,2.76
0.31,Ideal,4,IF,61.0,56.0,1168,4.38,4.41,2.68
0.32,Ideal,2,VS,62.0,57.0,505,4.35,4.39,2.71
0.32,Ideal,5,VS,61.0,56.0,662,4.4,4.42,2.69
0.35,Ideal,3,SI,60.6,56.0,555,4.56,4.58,2.77
1.05,Ideal,2,SI,61.2,57.0,4331,6.54,6.59,4.02
0.7,Ideal,5,VS,61.3,57.0,3504,5.73,5.75,3.52
0.6,Ideal,4,VS,61.9,55.0,2201,5.4,5.42,3.35
0.51,Ideal,6,VVS,61.7,56.0,2797,5.12,5.16,3.17
0.38,Ideal,4,VS,61.9,55.0,969,4.69,4.63,2.89
0.51,Ideal,5,VS,62.4,57.0,1781,5.13,5.1,3.19
0.31,Ideal,4,IF,62.1,55.0,1046,4.35,4.34,2.7
1.01,Ideal,1,SI,62.4,56.0,4584,6.36,6.4,3.98
0.55,Ideal,0,VS,61.7,54.0,1260,5.34,5.29,3.28
0.4,Ideal,3,SI,61.8,57.0,873,4.74,4.78,2.94
0.32,Ideal,5,VS,62.3,54.0,702,4.37,4.4,2.73
1.27,Ideal,3,VVS,61.7,56.0,10805,6.9,7.03,4.3
1.01,Ideal,4,SI,62.7,55.0,5416,6.45,6.4,4.03
0.32,Ideal,6,SI,62.9,56.0,706,4.4,4.38,2.76
0.36,Ideal,5,VVS,61.4,57.0,1043,4.64,4.61,2.54
0.4,Ideal,3,VVS,62.4,54.0,1043,4.73,4.75,2.96
0.4,Ideal,3,VVS,61.6,57.0,1200,4.76,4.75,2.93
0.44,Ideal,3,VVS,61.8,56.0,1155,4.94,4.9,3.04
0.35,Ideal,3,VS,62.6,54.0,706,4.52,4.56,2.84
0.34,Ideal,6,I1,61.4,55.0,530,4.52,4.5,2.77
0.35,Ideal,6,VS,62.3,55.0,1063,4.54,4.52,2.82
1.04,Ideal,4,IF,61.8,55.0,10984,6.56,6.49,4.03
0.7,Ideal,4,VS,61.4,56.0,3064,5.72,5.75,3.52
0.51,Ideal,4,VS,61.8,54.0,1632,5.15,5.18,3.19
0.41,Ideal,1,VVS,61.7,56.0,1061,4.8,4.77,2.95
0.41,Ideal,6,VVS,62.3,55.0,1582,4.78,4.75,2.97
1.51,Ideal,3,VS,62.2,57.0,12947,7.28,7.36,4.55
0.3,Ideal,2,VS,61.6,57.0,675,4.33,4.3,2.66
0.36,Ideal,1,VVS,61.5,55.0,645,4.61,4.63,2.84
0.5,Ideal,6,VS,61.9,59.0,1712,5.07,5.1,3.15
0.56,Ideal,5,VS,61.6,56.0,1773,5.26,5.32,3.26
0.83,Ideal,3,VS,62.1,57.0,4181,5.99,6.03,3.73
1.01,Ideal,5,SI,59.8,60.0,5751,6.56,6.48,3.9
0.55,Ideal,1,VVS,62.7,57.0,1712,5.23,5.17,3.26
1.55,Ideal,3,VS,62.0,57.0,14174,7.37,7.42,4.58
0.32,Ideal,6,VVS,61.3,55.0,867,4.4,4.44,2.71
0.36,Ideal,5,VS,61.8,56.0,949,4.57,4.59,2.83
0.26,Ideal,4,IF,60.9,55.0,768,4.15,4.23,2.55
0.3,Ideal,4,IF,62.0,58.0,886,4.25,4.3,2.65
0.61,Ideal,4,VS,62.4,55.0,2002,5.42,5.45,3.39
0.41,Ideal,6,VS,62.2,57.0,1076,4.76,4.72,2.95
0.33,Ideal,5,VS,62.7,57.0,1002,4.45,4.38,2.77
1.75,Ideal,0,VVS,62.0,55.0,11609,7.7,7.73,4.78
1.5,Ideal,1,VVS,61.7,55.0,10646,7.32,7.39,4.54
1.59,Ideal,0,SI,61.3,57.0,7943,7.43,7.52,4.58
0.25,Ideal,5,VVS,62.1,57.0,740,4.07,4.04,2.52
1.57,Ideal,2,I1,62.8,56.0,5170,7.42,7.36,4.64
0.33,Ideal,6,VS,62.3,54.0,855,4.46,4.43,2.77
0.31,Ideal,3,VS,61.3,56.0,802,4.38,4.36,2.68
0.9,Ideal,4,SI,60.7,57.0,4401,6.21,6.25,3.78
0.31,Ideal,6,SI,62.4,56.0,732,4.35,4.31,2.7
1.6,Ideal,3,VS,62.0,54.0,17050,7.53,7.5,4.6
1.11,Ideal,5,VVS,61.3,54.0,12725,6.68,6.72,4.11
1.02,Ideal,3,SI,60.6,59.0,5044,6.55,6.52,3.96
2.01,Ideal,1,SI,61.4,57.0,16562,8.13,8.19,5.01
0.5,Ideal,5,VS,61.6,57.0,1575,5.09,5.13,3.15
0.38,Ideal,3,SI,61.6,54.0,710,4.68,4.71,2.89
0.46,Ideal,0,IF,61.8,56.0,1221,4.98,4.95,3.07
1.01,Ideal,1,VS,62.0,54.0,5099,6.43,6.47,4.0
0.32,Ideal,3,SI,61.6,57.0,612,4.42,4.38,2.71
1.01,Ideal,4,SI,62.7,57.0,3945,6.37,6.43,4.01
0.72,Ideal,5,SI,62.7,55.0,2886,5.64,5.69,3.55
0.41,Ideal,4,VVS,62.3,56.0,1236,4.79,4.77,2.98
0.3,Ideal,4,VS,61.8,55.0,795,4.32,4.36,2.68
0.41,Ideal,5,VS,60.9,57.0,1153,4.79,4.76,2.91
1.06,Ideal,3,VS,62.8,55.0,7160,6.49,6.51,4.08
0.33,Ideal,5,SI,59.6,57.0,501,4.49,4.53,2.69
0.48,Ideal,4,IF,62.0,54.0,2059,5.0,5.05,3.11
0.73,Ideal,4,VVS,61.9,56.0,5154,5.75,5.79,3.57
1.25,Ideal,1,SI,59.6,59.0,6066,7.01,7.09,4.2
0.36,Ideal,6,SI,61.3,56.0,636,4.61,4.65,2.84
0.79,Ideal,2,IF,61.3,56.0,4046,5.96,5.98,3.66
1.25,Ideal,4,VS,62.8,57.0,8764,6.87,6.85,4.31
0.7,Ideal,4,VS,62.2,55.0,2381,5.72,5.69,3.55
1.09,Ideal,3,VS,60.3,57.0,8305,6.68,6.73,4.04
0.5,Ideal,2,SI,62.2,57.0,1140,5.07,5.09,3.16
0.34,Ideal,0,VVS,62.1,54.2,504,4.48,4.51,2.79
0.34,Ideal,6,VS,61.0,58.0,753,4.49,4.53,2.75
0.58,Ideal,5,VS,61.7,57.0,1683,5.35,5.42,3.32
2.03,Ideal,3,SI,63.0,56.0,12618,8.04,7.99,5.05
0.3,Ideal,5,VVS,61.2,57.0,838,4.32,4.34,2.65
0.74,Ideal,1,VS,61.5,57.0,2459,5.81,5.86,3.59
0.9,Ideal,3,VVS,61.9,56.0,5242,6.22,6.15,3.83
1.03,Ideal,4,VS,62.3,56.0,6922,6.52,6.49,4.05
0.41,Ideal,4,SI,61.8,56.0,711,4.75,4.79,2.95
0.31,Ideal,2,VVS,62.7,54.0,707,4.33,4.38,2.73
0.36,Ideal,6,SI,62.8,57.0,794,4.54,4.51,2.84
1.23,Ideal,3,VVS,60.3,57.0,10304,6.98,6.97,4.21
0.55,Ideal,3,VVS,60.0,56.0,2077,5.35,5.39,3.21
0.3,Ideal,6,VS,60.8,57.0,710,4.31,4.34,2.63
0.72,Ideal,5,VS,60.8,56.0,3304,5.81,5.84,3.54
0.32,Ideal,5,SI,62.0,55.0,576,4.41,4.36,2.72
0.35,Ideal,6,VS,60.9,57.0,1063,4.55,4.51,2.76
0.26,Ideal,5,VS,62.3,57.0,556,4.05,4.08,2.53
0.41,Ideal,4,SI,61.1,57.0,703,4.8,4.86,2.95
0.33,Ideal,2,IF,61.1,56.0,838,4.47,4.5,2.74
0.91,Ideal,2,VS,62.4,56.0,4678,6.2,6.14,3.85
0.76,Ideal,3,VS,61.3,56.0,2782,5.9,5.94,3.63
0.29,Ideal,2,VVS,61.7,56.0,511,4.29,4.33,2.66
0.79,Ideal,3,SI,62.6,55.0,2871,5.91,5.95,3.71
0.5,Ideal,4,SI,59.9,56.0,1282,5.09,5.36,3.13
1.52,Ideal,3,VS,61.1,57.0,12958,7.45,7.39,4.53
0.47,Ideal,1,IF,62.2,55.0,1178,4.99,5.01,3.11
0.52,Ideal,3,VS,60.8,55.0,1691,5.2,5.26,3.18
0.34,Ideal,6,VS,62.5,57.0,805,4.4,4.47,2.77
0.4,Ideal,4,VS,60.6,55.0,842,4.78,4.82,2.91
0.4,Ideal,6,VS,61.5,55.0,1050,4.75,4.71,2.91
0.43,Ideal,2,VS,61.1,57.0,868,4.88,4.91,2.99
0.43,Ideal,2,VS,60.7,55.0,857,4.96,4.89,2.99
0.31,Ideal,5,SI,61.3,55.0,558,4.37,4.34,2.67
0.71,Ideal,3,VVS,62.6,56.0,3210,5.65,5.69,3.55
0.54,Ideal,3,VS,62.8,55.0,1441,5.23,5.17,3.27
0.26,Ideal,3,SI,62.0,55.0,394,4.08,4.11,2.54
0.53,Ideal,3,VS,61.9,56.0,1813,5.21,5.19,3.22
0.42,Ideal,2,VS,62.5,57.0,773,4.76,4.81,2.99
1.1,Ideal,2,SI,61.9,56.0,4250,6.65,6.63,4.11
2.05,Ideal,2,VS,61.6,57.0,18659,8.2,8.14,5.03
1.25,Ideal,0,SI,62.4,57.0,5252,6.86,6.92,4.3
0.34,Ideal,3,SI,61.5,55.0,540,4.49,4.52,2.77
0.33,Ideal,3,IF,61.7,55.0,1052,4.47,4.45,2.75
0.3,Ideal,6,SI,61.0,54.0,709,4.35,4.34,2.65
0.54,Ideal,4,VS,62.0,55.0,1563,5.25,5.32,3.28
0.39,Ideal,5,VS,62.2,55.0,948,4.67,4.7,2.91
1.21,Ideal,3,VS,62.6,56.0,8616,6.77,6.81,4.25
0.91,Ideal,5,SI,61.8,56.0,4160,6.19,6.27,3.85
1.34,Ideal,2,SI,62.4,54.0,7659,7.05,7.08,4.41
0.31,Ideal,6,VS,62.1,55.0,734,4.31,4.32,2.68
0.37,Ideal,3,VS,61.5,56.0,649,4.59,4.64,2.84
0.27,Ideal,6,VVS,62.2,56.0,622,4.12,4.15,2.57
0.56,Ideal,6,VS,61.4,55.0,2066,5.35,5.33,3.28
0.73,Ideal,5,SI,61.5,55.0,2896,5.82,5.86,3.59
0.31,Ideal,6,SI,61.3,56.0,462,4.36,4.41,2.69
0.78,Ideal,1,VS,61.5,57.0,2852,5.88,5.92,3.63
0.34,Ideal,3,VS,61.6,56.0,573,4.48,4.51,2.77
0.42,Ideal,6,VVS,62.0,55.0,1132,4.81,4.84,2.99
0.71,Ideal,5,VS,62.0,57.0,3380,5.72,5.66,3.53
0.64,Ideal,2,VVS,61.1,55.0,2084,5.58,5.61,3.43
0.43,Ideal,3,IF,62.4,54.0,1318,4.84,4.87,3.03
1.14,Ideal,2,SI,61.6,57.0,5003,6.7,6.75,4.14
0.43,Ideal,6,SI,61.6,56.0,807,4.82,4.86,2.98
0.51,Ideal,4,VVS,60.9,57.0,2208,5.16,5.21,3.16
0.38,Ideal,1,VVS,61.7,56.0,737,4.67,4.7,2.89
0.32,Ideal,2,VVS,61.9,55.0,828,4.39,4.37,2.71
0.33,Ideal,2,VS,62.0,55.0,579,4.44,4.46,2.76
0.55,Ideal,3,VS,61.5,57.0,1856,5.28,5.23,3.23
0.53,Ideal,1,SI,62.8,57.0,1052,5.15,5.2,3.25
1.03,Ideal,5,VVS,60.6,59.0,10003,6.5,6.53,3.95
0.28,Ideal,5,VVS,61.2,54.0,787,4.24,4.26,2.6
0.83,Ideal,2,SI,61.8,57.0,1863,6.08,5.99,3.73
1.15,Ideal,1,VS,61.7,59.0,5038,6.68,6.73,4.14
0.4,Ideal,3,VS,60.9,58.0,825,4.76,4.79,2.91
0.7,Ideal,4,VVS,61.6,56.0,4246,5.86,5.71,3.51
2.01,Ideal,0,SI,62.1,56.0,12814,8.06,8.13,5.03
0.38,Ideal,3,VS,61.2,55.0,778,4.69,4.72,2.88
0.7,Ideal,3,SI,62.5,56.0,2478,5.67,5.69,3.55
2.02,Ideal,1,SI,62.2,57.0,10412,8.06,7.99,4.99
1.03,Ideal,4,VS,60.7,56.0,7296,6.54,6.6,3.99
0.42,Ideal,2,VVS,62.4,56.0,921,4.78,4.8,2.99
1.03,Ideal,4,VVS,62.1,55.0,9131,6.47,6.5,4.03
1.8,Ideal,4,SI,61.8,57.0,16364,7.79,7.83,4.83
0.52,Ideal,6,VS,62.6,55.0,1822,5.12,5.14,3.21
0.41,Ideal,6,VS,61.7,56.0,1076,4.81,4.78,2.96
1.51,Ideal,3,VS,62.8,56.0,13811,7.29,7.24,4.56
0.31,Ideal,2,VVS,61.1,56.0,802,4.37,4.33,2.66
1.07,Ideal,4,VS,62.1,55.0,7850,6.58,6.56,4.08
1.41,Ideal,0,SI,62.3,55.0,6889,7.18,7.21,4.48
0.26,Ideal,4,VVS,62.7,55.0,814,4.1,4.07,2.56
0.35,Ideal,5,VVS,61.7,54.0,1000,4.56,4.58,2.82
2.04,Ideal,2,SI,61.2,56.0,15874,8.19,8.25,5.03
1.08,Ideal,6,SI,61.3,56.0,6203,6.63,6.72,4.09
0.51,Ideal,6,VS,61.9,56.0,1882,5.14,5.11,3.17
0.71,Ideal,1,SI,61.6,56.0,1947,5.72,5.74,3.53
0.38,Ideal,6,VVS,60.3,57.0,1060,4.77,4.71,2.86
0.83,Ideal,6,VS,62.0,54.9,4378,6.03,6.04,3.74
0.34,Ideal,6,VS,61.4,56.0,749,4.5,4.53,2.77
0.29,Ideal,3,VVS,62.8,54.0,607,4.21,4.24,2.65
1.0,Ideal,6,SI,59.9,56.0,5929,6.51,6.54,3.91
1.28,Ideal,0,SI,61.2,57.0,4967,7.02,6.96,4.28
0.56,Ideal,5,VS,61.7,57.0,2075,5.3,5.32,3.27
1.04,Ideal,5,SI,61.6,55.0,5163,6.51,6.54,4.02
0.7,Ideal,1,SI,61.5,53.0,1702,5.74,5.77,3.54
0.34,Ideal,3,IF,60.7,57.0,974,4.51,4.55,2.75
0.52,Ideal,3,VVS,61.7,55.0,2238,5.15,5.2,3.19
0.41,Ideal,6,VS,62.2,57.0,1007,4.72,4.76,2.95
0.73,Ideal,4,VS,62.5,55.0,2801,5.8,5.76,3.61
0.52,Ideal,3,VS,61.7,56.0,1428,5.15,5.19,3.19
0.3,Ideal,3,IF,62.1,53.0,863,4.3,4.33,2.68
0.32,Ideal,1,VVS,63.0,57.0,720,4.37,4.33,2.74
1.02,Ideal,5,VVS,62.2,58.0,12035,6.42,6.44,4.0
1.02,Ideal,5,SI,61.6,56.0,4547,6.55,6.48,3.99
0.3,Ideal,3,VVS,61.4,56.0,737,4.32,4.34,2.66
0.73,Ideal,5,VVS,62.0,56.0,4830,5.75,5.79,3.58
0.65,Ideal,6,VVS,61.9,56.0,4320,5.53,5.56,3.43
0.55,Ideal,4,VS,61.4,57.0,1865,5.29,5.25,3.24
0.32,Ideal,3,VVS,61.2,56.0,936,4.42,4.41,2.7
0.33,Ideal,3,VVS,61.9,55.0,858,4.45,4.5,2.77
1.07,Ideal,2,SI,62.0,57.0,4830,6.51,6.56,4.05
0.59,Ideal,4,VS,60.2,57.0,1914,5.48,5.44,3.29
0.52,Ideal,4,VS,62.3,55.0,1872,5.21,5.16,3.23
1.0,Ideal,3,VVS,61.9,57.0,8217,6.39,6.43,3.97
0.66,Ideal,1,SI,61.2,57.0,1712,5.6,5.64,3.44
0.32,Ideal,2,VVS,61.6,54.9,681,4.4,4.43,2.72
0.71,Ideal,3,SI,61.5,55.0,3061,5.75,5.79,3.55
0.7,Ideal,4,VVS,61.7,58.0,3644,5.66,5.71,3.51
1.16,Ideal,6,SI,62.1,54.0,5898,6.79,6.74,4.2
2.03,Ideal,1,SI,61.5,54.0,14061,8.22,8.2,5.05
0.38,Ideal,4,IF,62.2,55.0,1333,4.64,4.66,2.89
0.4,Ideal,1,VVS,61.9,56.4,728,4.72,4.74,2.93
0.41,Ideal,6,VS,61.8,57.0,1230,4.8,4.75,2.95
0.31,Ideal,3,VVS,60.8,56.0,907,4.4,4.38,2.67
0.4,Ideal,3,VVS,62.4,57.0,1123,4.74,4.78,2.97
0.42,Ideal,3,VS,62.0,55.0,984,4.83,4.78,2.98
1.15,Ideal,2,VS,62.4,56.0,6788,6.71,6.65,4.17
1.52,Ideal,3,VS,61.1,56.0,14787,7.39,7.43,4.53
0.23,Ideal,4,VVS,61.9,57.0,530,3.93,3.96,2.44
0.31,Ideal,2,VS,61.3,56.0,507,4.36,4.38,2.68
0.81,Ideal,0,VS,62.3,57.0,2626,5.93,5.98,3.71
1.23,Ideal,0,SI,61.3,54.0,5181,6.92,6.97,4.26
0.71,Ideal,3,VS,62.9,56.0,2443,5.73,5.68,3.59
1.11,Ideal,0,VS,61.3,55.0,5012,6.65,6.75,4.11
1.14,Ideal,5,VVS,62.3,55.0,10512,6.68,6.71,4.17
1.16,Ideal,5,SI,59.9,57.0,5001,6.8,6.82,4.08
1.05,Ideal,6,SI,62.1,58.0,5702,6.49,6.52,4.04
0.53,Ideal,4,SI,63.0,54.0,1279,5.24,5.19,3.29
0.51,Ideal,1,VVS,60.6,56.0,1575,5.18,5.22,3.15
0.53,Ideal,3,SI,62.1,53.0,1166,5.22,5.27,3.26
0.31,Ideal,5,VS,60.5,56.0,872,4.41,4.38,2.66
1.7,Ideal,4,VS,61.3,54.0,17662,7.72,7.67,4.72
0.76,Ideal,5,SI,62.1,56.0,2978,5.85,5.88,3.64
1.14,Ideal,2,SI,62.6,57.0,4150,6.71,6.65,4.18
1.06,Ideal,1,VS,61.8,56.0,6060,6.5,6.57,4.05
1.04,Ideal,3,SI,62.4,54.0,5044,6.49,6.53,4.06
0.55,Ideal,4,VS,61.5,56.0,1896,5.26,5.3,3.25
1.35,Ideal,3,VS,62.7,57.0,10850,7.07,7.02,4.42
1.14,Ideal,2,VS,62.0,54.0,6628,6.72,6.74,4.17
1.04,Ideal,4,SI,62.2,57.0,4770,6.5,6.4,4.01
0.25,Ideal,5,VS,62.1,57.0,535,4.01,4.05,2.5
0.72,Ideal,2,VVS,61.8,55.0,3180,5.74,5.78,3.56
0.29,Ideal,3,VS,61.6,56.0,525,4.26,4.29,2.63
0.82,Ideal,4,VS,61.9,57.0,3514,5.96,5.99,3.7
1.0,Ideal,5,SI,61.7,57.0,5555,6.39,6.42,3.95
0.33,Ideal,3,VS,62.4,56.0,666,4.43,4.45,2.77
1.06,Ideal,4,VS,61.2,57.0,7592,6.58,6.55,4.02
0.4,Ideal,3,SI,62.7,57.0,736,4.65,4.69,2.93
0.51,Ideal,4,VVS,61.2,56.0,2203,5.19,5.17,3.17
0.32,Ideal,6,VS,61.5,56.0,758,4.39,4.42,2.71
1.03,Ideal,2,SI,61.1,57.0,4325,6.48,6.52,3.97
0.31,Ideal,1,IF,62.0,54.0,635,4.36,4.42,2.72
0.41,Ideal,5,VS,62.0,56.0,999,4.79,4.72,2.95
0.53,Ideal,4,VVS,61.4,56.0,2618,5.21,5.25,3.21
0.9,Ideal,2,SI,61.5,57.0,3644,6.17,6.23,3.81
1.06,Ideal,6,VVS,62.0,57.0,11837,6.52,6.54,4.05
0.34,Ideal,6,SI,61.2,57.0,803,4.51,4.48,2.75
1.02,Ideal,5,SI,61.6,55.0,4912,6.52,6.46,4.0
0.32,Ideal,4,VS,62.1,57.0,645,4.35,4.38,2.71
0.38,Ideal,1,VS,61.9,54.1,703,4.64,4.71,2.89
0.3,Ideal,3,VVS,61.5,55.0,878,4.32,4.3,2.65
0.31,Ideal,6,SI,62.2,55.0,732,4.37,4.34,2.71
0.77,Ideal,4,VS,60.9,58.0,3655,5.91,5.95,3.61
1.08,Ideal,6,SI,60.2,57.0,5247,6.63,6.67,4.0
0.7,Ideal,5,SI,61.6,57.0,2846,5.71,5.76,3.53
1.06,Ideal,5,VS,61.9,55.0,7275,6.54,6.58,4.06
0.35,Ideal,2,VS,62.0,56.0,614,4.54,4.56,2.82
1.05,Ideal,0,VS,62.8,57.0,4116,6.45,6.41,4.04
0.53,Ideal,3,VS,61.5,57.0,1791,5.21,5.23,3.21
0.73,Ideal,3,VS,61.7,55.0,2948,5.8,5.84,3.59
0.36,Ideal,2,VS,61.8,57.0,631,4.56,4.6,2.83
1.58,Ideal,2,VS,61.4,56.0,12334,7.5,7.56,4.62
0.54,Ideal,5,VVS,61.9,54.5,2479,5.22,5.25,3.23
0.7,Ideal,1,SI,61.3,57.0,1790,5.72,5.75,3.52
0.4,Ideal,6,VS,59.9,57.0,1123,4.77,4.82,2.87
0.3,Ideal,5,VVS,61.2,61.0,731,4.3,4.33,2.64
0.4,Ideal,1,VS,62.0,54.0,828,4.72,4.75,2.94
1.51,Ideal,2,VS,62.5,55.0,10959,7.34,7.29,4.57
0.33,Ideal,3,SI,61.4,54.0,463,4.44,4.48,2.74
0.59,Ideal,5,VS,62.3,55.0,1968,5.35,5.38,3.34
0.38,Ideal,1,VS,61.4,55.0,675,4.66,4.69,2.87
0.33,Ideal,2,VVS,62.1,55.0,730,4.46,4.5,2.78
0.35,Ideal,5,VS,62.2,56.0,767,4.51,4.53,2.81
0.31,Ideal,6,VS,61.2,55.0,734,4.36,4.46,2.7
1.02,Ideal,2,SI,60.9,57.0,5522,6.51,6.55,3.98
0.5,Ideal,4,VS,62.9,55.0,1654,5.1,5.07,3.2
0.53,Ideal,4,IF,62.4,55.0,2447,5.2,5.19,3.24
0.77,Ideal,5,SI,62.5,56.0,3000,5.87,5.91,3.68
