EmployeeId,Education,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,Status
I3-67521,Bachelors,Pune,1,26,Female,No,4,Active
I2-88200,Masters,New Delhi,2,30,Male,Yes,2,Left
I1-24678,Bachelors,Bangalore,3,28,Female,No,1,Left
I1-19748,Bachelors,Bangalore,3,27,Male,Yes,5,Left
I1-25564,Bachelors,Bangalore,3,26,Male,No,4,Active
I1-86188,Bachelors,Bangalore,3,28,Male,No,2,Active
I2-57433,Masters,New Delhi,2,28,Male,No,2,Left
I1-94756,Bachelors,Bangalore,3,29,Male,No,2,Left
I2-35360,Bachelors,New Delhi,3,30,Male,No,1,Active
I3-95769,Masters,Pune,3,30,Male,No,1,Left
I3-82076,Bachelors,Pune,3,30,Male,No,1,Left
I1-87884,Bachelors,Bangalore,3,26,Male,No,4,Active
I1-76038,Masters,Bangalore,3,26,Male,No,4,Active
I2-76500,Bachelors,New Delhi,3,27,Female,No,5,Left
I1-80313,Bachelors,Bangalore,3,26,Female,Yes,4,Active
I1-12593,PHD,Bangalore,3,27,Male,No,5,Left
I2-32813,Masters,New Delhi,2,26,Male,Yes,4,Active
I1-34309,Bachelors,Bangalore,3,30,Female,No,1,Active
I1-77976,Bachelors,Bangalore,3,30,Female,No,2,Left
I2-53892,Masters,New Delhi,3,26,Male,Yes,4,Active
I1-65593,Bachelors,Bangalore,1,28,Female,No,1,Left
I1-86004,Bachelors,Bangalore,3,30,Male,No,1,Left
I3-48251,Masters,Pune,2,30,Female,No,2,Active
I1-64302,PHD,Bangalore,3,27,Male,No,5,Left
I2-43480,Bachelors,New Delhi,3,28,Female,No,2,Left
I3-23813,Bachelors,Pune,2,29,Female,No,1,Active
I1-70308,Bachelors,Bangalore,3,27,Female,No,5,Left
I3-31591,Masters,Pune,3,27,Male,No,5,Left
I2-57437,Masters,New Delhi,2,26,Female,Yes,4,Active
I2-22906,Masters,New Delhi,2,30,Female,No,1,Left
I2-56882,Masters,New Delhi,3,27,Female,No,5,Active
I3-57849,Bachelors,Pune,2,29,Male,No,1,Left
I2-62050,Masters,New Delhi,1,29,Male,No,1,Left
I3-44354,Bachelors,Pune,2,30,Female,No,2,Active
I1-51707,Bachelors,Bangalore,3,30,Male,No,2,Active
I2-80784,Masters,New Delhi,1,30,Female,No,2,Left
I1-38318,Bachelors,Bangalore,3,29,Male,No,1,Left
I3-11874,Bachelors,Pune,3,28,Male,No,2,Left
I1-66869,Bachelors,Bangalore,3,26,Female,No,4,Active
I1-94828,Bachelors,Bangalore,1,28,Female,No,2,Left
I2-87342,Masters,New Delhi,2,29,Female,No,2,Left
I2-32657,Masters,New Delhi,3,26,Male,No,4,Active
I2-42550,Bachelors,New Delhi,2,28,Female,No,1,Left
I1-23703,Bachelors,Bangalore,3,30,Female,No,1,Left
I3-52411,PHD,Pune,3,27,Male,No,5,Left
I1-86772,Bachelors,Bangalore,3,29,Male,No,2,Left
I3-68723,Bachelors,Pune,2,28,Female,No,2,Active
I1-65602,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-12566,Masters,New Delhi,2,30,Female,Yes,2,Left
I2-74888,PHD,New Delhi,3,30,Female,No,2,Left
I1-45295,Bachelors,Bangalore,3,29,Male,No,2,Left
I1-66606,Bachelors,Bangalore,3,28,Male,No,2,Left
I1-80020,Bachelors,Bangalore,3,29,Male,No,2,Active
I3-57057,Bachelors,Pune,1,26,Female,No,4,Active
I1-79434,Bachelors,Bangalore,3,28,Male,No,1,Left
I3-90625,Bachelors,Pune,2,29,Female,No,2,Active
I1-99184,Bachelors,Bangalore,3,26,Male,Yes,4,Left
I3-83032,Masters,Pune,3,30,Male,No,2,Left
I3-77707,Masters,Pune,2,30,Male,Yes,2,Left
I3-54642,Bachelors,Pune,3,27,Male,No,5,Left
I2-81889,Bachelors,New Delhi,3,28,Female,Yes,2,Left
I2-42914,Bachelors,New Delhi,3,27,Female,No,5,Left
I3-37865,Bachelors,Pune,2,29,Female,Yes,1,Active
I3-64529,Bachelors,Pune,3,26,Male,No,4,Left
I2-82707,Bachelors,New Delhi,3,30,Male,No,1,Left
I3-17026,Bachelors,Pune,2,26,Male,No,4,Left
I1-19639,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-98063,Masters,New Delhi,2,28,Female,No,2,Left
I2-36914,Masters,New Delhi,2,27,Male,No,5,Active
I3-14824,Bachelors,Pune,2,29,Female,No,1,Active
I2-27055,Masters,New Delhi,2,28,Female,No,1,Active
I2-29942,Bachelors,New Delhi,2,26,Male,No,4,Left
I1-70638,Bachelors,Bangalore,3,29,Female,No,1,Active
I1-83425,Bachelors,Bangalore,3,28,Male,No,1,Left
I1-26210,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-22170,Bachelors,Bangalore,3,28,Female,No,1,Left
I3-86190,Masters,Pune,2,30,Female,No,2,Active
I2-47434,Masters,New Delhi,2,28,Male,No,2,Left
I3-71043,Masters,Pune,2,29,Female,No,1,Left
I1-71343,Masters,Bangalore,3,26,Male,No,4,Active
I1-32623,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-82028,Bachelors,Bangalore,3,29,Female,No,1,Left
I1-14445,Bachelors,Bangalore,3,27,Male,Yes,5,Left
I2-28370,Bachelors,New Delhi,3,29,Female,No,2,Left
I2-10950,Bachelors,New Delhi,3,27,Female,No,5,Left
I3-39158,Masters,Pune,2,28,Female,No,2,Left
I2-40934,Masters,New Delhi,3,27,Female,No,5,Active
I2-12499,Masters,New Delhi,3,27,Male,Yes,5,Active
I1-86491,Bachelors,Bangalore,3,30,Male,No,2,Left
I3-93351,Bachelors,Pune,2,27,Female,Yes,5,Active
I1-90323,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-63058,Bachelors,Bangalore,2,27,Female,No,5,Active
I1-78400,Bachelors,Bangalore,3,30,Male,No,2,Active
I1-57316,Masters,Bangalore,2,27,Male,No,5,Left
I1-75560,Bachelors,Bangalore,3,30,Male,No,2,Active
I3-10074,Bachelors,Pune,2,30,Female,No,2,Active
I3-19163,Masters,Pune,1,27,Female,No,5,Left
I1-43479,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-89158,Bachelors,Bangalore,3,27,Male,No,5,Left
I3-41969,Bachelors,Pune,3,29,Female,No,2,Active
I2-25310,Bachelors,New Delhi,3,26,Male,No,4,Left
I3-57318,Bachelors,Pune,2,29,Female,No,2,Active
I3-30678,Bachelors,Pune,3,28,Male,No,2,Left
I3-97022,Bachelors,Pune,2,27,Male,No,5,Active
I2-40928,Masters,New Delhi,3,28,Male,No,1,Active
I2-70043,Bachelors,New Delhi,3,27,Female,No,5,Active
I2-63664,Bachelors,New Delhi,3,29,Female,Yes,2,Left
I2-12478,Masters,New Delhi,1,26,Female,No,4,Active
I1-92880,Bachelors,Bangalore,3,27,Female,No,5,Left
I3-24243,Bachelors,Pune,2,27,Female,No,5,Active
I2-16358,Bachelors,New Delhi,3,28,Female,No,2,Left
I1-94475,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-50827,Bachelors,Bangalore,3,29,Female,No,1,Left
I1-51290,Bachelors,Bangalore,3,29,Female,No,1,Left
I1-78615,Bachelors,Bangalore,3,29,Male,Yes,2,Active
I3-99302,Bachelors,Pune,3,30,Male,No,1,Left
I1-81086,Bachelors,Bangalore,3,30,Male,Yes,1,Active
I1-16748,Bachelors,Bangalore,3,27,Male,No,5,Left
I2-19444,Bachelors,New Delhi,3,29,Female,Yes,1,Left
I1-76095,Bachelors,Bangalore,3,30,Female,No,1,Left
I3-54132,Bachelors,Pune,1,28,Male,No,2,Left
I3-61293,Bachelors,Pune,3,27,Female,No,5,Left
I1-70849,Bachelors,Bangalore,3,30,Male,No,1,Active
I3-39064,Bachelors,Pune,3,26,Female,No,4,Active
I2-47227,Bachelors,New Delhi,3,27,Female,Yes,5,Active
I1-70503,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-78264,Masters,New Delhi,2,27,Male,No,5,Active
I1-70128,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-22026,Bachelors,Pune,3,26,Female,No,4,Active
I3-28167,Bachelors,Pune,1,27,Male,No,5,Left
I1-44113,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-15901,PHD,Bangalore,3,28,Female,No,1,Left
I3-14825,Bachelors,Pune,3,29,Female,No,1,Active
I2-13012,Masters,New Delhi,3,30,Male,Yes,2,Left
I3-16674,Bachelors,Pune,3,26,Male,No,4,Left
I1-96759,Bachelors,Bangalore,3,27,Male,No,5,Left
I3-57924,Bachelors,Pune,3,28,Male,No,1,Left
I1-67873,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-82371,Bachelors,New Delhi,3,26,Male,No,4,Left
I2-73801,Masters,New Delhi,3,30,Male,No,2,Left
I2-90142,PHD,New Delhi,3,27,Male,No,5,Left
I1-35554,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-83770,Bachelors,Bangalore,3,30,Male,Yes,1,Active
I1-20214,Bachelors,Bangalore,3,26,Female,No,4,Left
I2-63065,Masters,New Delhi,3,29,Female,No,2,Left
I1-29214,Bachelors,Bangalore,3,29,Male,No,2,Left
I2-30171,Bachelors,New Delhi,3,28,Male,No,1,Left
I3-50027,Bachelors,Pune,2,26,Female,No,4,Active
I1-63485,Bachelors,Bangalore,3,27,Female,No,5,Active
I1-87565,Bachelors,Bangalore,1,28,Male,No,1,Left
I1-19117,Bachelors,Bangalore,3,28,Male,No,1,Left
I3-74492,Bachelors,Pune,3,26,Male,No,4,Left
I3-24292,Bachelors,Pune,3,26,Male,No,4,Left
I1-95638,Bachelors,Bangalore,3,28,Male,No,2,Left
I1-71098,Bachelors,Bangalore,3,28,Male,No,1,Left
I1-62136,Bachelors,Bangalore,3,27,Male,No,5,Left
I2-13290,PHD,New Delhi,1,29,Female,No,2,Left
I1-31859,Bachelors,Bangalore,3,30,Female,No,2,Active
I1-75602,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-80179,Bachelors,Pune,3,28,Male,No,1,Left
I2-66142,Masters,New Delhi,2,26,Male,No,4,Active
I1-34068,Bachelors,Bangalore,3,27,Male,No,5,Left
I3-75514,Bachelors,Pune,3,27,Female,No,5,Left
I2-39830,PHD,New Delhi,3,28,Male,No,2,Left
I3-96814,Masters,Pune,2,28,Male,No,2,Left
I3-89428,Bachelors,Pune,3,28,Male,No,4,Left
I1-43129,Bachelors,Bangalore,3,29,Female,No,1,Active
I1-70803,Bachelors,Bangalore,3,26,Female,No,4,Active
I1-46102,Bachelors,Bangalore,3,30,Male,No,0,Left
I2-35912,Masters,New Delhi,3,30,Male,No,2,Left
I1-43889,Bachelors,Bangalore,1,30,Female,No,0,Left
I2-57278,Bachelors,New Delhi,3,27,Female,No,5,Left
I2-81539,Bachelors,New Delhi,2,28,Female,No,0,Left
I3-39696,Bachelors,Pune,3,26,Male,No,4,Left
I3-58142,Bachelors,Pune,3,29,Female,No,3,Active
I3-80044,Masters,Pune,2,30,Male,No,0,Active
I2-20925,Bachelors,New Delhi,3,26,Male,No,4,Left
I3-27041,Masters,Pune,3,30,Male,No,0,Active
I3-39349,Bachelors,Pune,3,29,Male,Yes,2,Left
I1-74811,Bachelors,Bangalore,3,28,Male,No,3,Left
I2-91524,Masters,New Delhi,3,27,Male,Yes,5,Active
I2-13315,Masters,New Delhi,2,26,Female,Yes,4,Active
I1-64296,Bachelors,Bangalore,3,30,Female,No,0,Active
I1-38266,Bachelors,Bangalore,3,29,Female,No,4,Left
I1-85454,Bachelors,Bangalore,3,29,Male,No,1,Left
I1-64761,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-95073,Bachelors,Bangalore,3,28,Male,Yes,4,Left
I1-32047,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-22278,Bachelors,Pune,3,29,Male,No,5,Left
I1-65169,Bachelors,Bangalore,3,29,Male,No,0,Left
I1-39682,Masters,Bangalore,3,30,Male,No,5,Active
I2-62651,Bachelors,New Delhi,3,30,Female,Yes,3,Left
I1-20411,Bachelors,Bangalore,3,27,Male,No,5,Left
I3-42639,PHD,Pune,2,30,Female,No,4,Left
I1-35895,Masters,Bangalore,3,30,Male,No,4,Active
I2-60213,Masters,New Delhi,2,27,Male,No,5,Active
I3-71255,Bachelors,Pune,3,30,Male,No,0,Left
I3-40218,Masters,Pune,2,30,Male,No,0,Left
I2-16863,Masters,New Delhi,2,29,Female,No,2,Left
I2-75792,Masters,New Delhi,2,29,Male,No,2,Left
I1-76710,Bachelors,Bangalore,1,27,Male,No,5,Active
I1-70369,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-32865,Bachelors,Bangalore,3,27,Male,No,5,Left
I2-32809,Masters,New Delhi,3,30,Female,No,4,Active
I1-23484,Bachelors,Bangalore,3,29,Female,No,1,Left
I3-75047,Bachelors,Pune,3,26,Female,No,4,Active
I3-36446,Masters,Pune,3,28,Male,No,2,Left
I2-32559,Bachelors,New Delhi,3,28,Female,No,4,Left
I1-80359,Bachelors,Bangalore,3,30,Male,No,0,Left
I1-45166,Bachelors,Bangalore,3,28,Female,No,3,Left
I1-24713,Bachelors,Bangalore,3,28,Male,No,4,Left
I1-33980,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-78630,Bachelors,Bangalore,3,28,Female,No,0,Left
I3-49052,Bachelors,Pune,2,28,Female,No,2,Active
I3-90816,Masters,Pune,3,27,Female,Yes,5,Active
I1-85923,Bachelors,Bangalore,3,27,Male,No,5,Active
I3-56221,Bachelors,Pune,3,29,Male,No,1,Left
I3-75904,Bachelors,Pune,2,28,Female,No,0,Active
I3-24836,Bachelors,Pune,3,30,Male,Yes,3,Active
I1-30783,Bachelors,Bangalore,3,29,Male,No,5,Left
I2-16680,Masters,New Delhi,2,27,Female,No,5,Active
I2-89044,Masters,New Delhi,2,30,Male,No,2,Left
I2-38328,Bachelors,New Delhi,3,26,Male,No,4,Left
I1-28234,Bachelors,Bangalore,3,30,Male,No,2,Active
I2-28142,Bachelors,New Delhi,2,29,Male,No,3,Active
I3-76711,Bachelors,Pune,2,28,Male,No,3,Left
I1-44792,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-39570,Bachelors,Bangalore,3,29,Male,Yes,4,Left
I1-61437,Bachelors,Bangalore,3,30,Male,No,5,Left
I1-64546,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-71755,Bachelors,Pune,2,26,Female,No,4,Active
I1-90427,Bachelors,Bangalore,3,29,Male,Yes,2,Active
I1-95173,Masters,Bangalore,3,28,Male,No,0,Active
I2-52427,Bachelors,New Delhi,3,29,Female,No,2,Left
I3-28229,Masters,Pune,3,29,Female,No,4,Left
I1-74530,Bachelors,Bangalore,3,27,Male,No,5,Left
I3-57105,Bachelors,Pune,3,27,Female,No,5,Active
I1-98563,Bachelors,Bangalore,3,30,Male,No,1,Active
I3-58496,Masters,Pune,3,30,Male,No,2,Left
I2-16204,Bachelors,New Delhi,3,28,Female,No,4,Left
I1-10457,Bachelors,Bangalore,3,26,Female,No,4,Left
I1-89195,Bachelors,Bangalore,3,28,Male,No,5,Left
I1-39537,Bachelors,Bangalore,1,28,Female,No,0,Active
I1-25702,Bachelors,Bangalore,3,27,Male,Yes,5,Left
I1-15296,Bachelors,Bangalore,3,28,Male,No,5,Left
I2-83189,Masters,New Delhi,3,30,Male,No,2,Active
I2-91627,Masters,New Delhi,1,29,Female,No,2,Active
I1-39524,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-59774,Bachelors,Pune,3,28,Male,No,3,Left
I1-74113,Bachelors,Bangalore,3,29,Male,No,2,Left
I2-48247,Masters,New Delhi,2,28,Female,No,2,Left
I2-77841,Masters,New Delhi,2,30,Female,No,2,Left
I2-65346,PHD,New Delhi,3,27,Female,No,5,Left
I3-12372,Bachelors,Pune,3,26,Male,No,4,Left
I2-25488,Bachelors,New Delhi,2,26,Female,No,4,Left
I1-51016,Bachelors,Bangalore,3,28,Female,No,1,Active
I3-40668,Bachelors,Pune,2,27,Female,No,5,Active
I1-67468,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-20418,Bachelors,Bangalore,3,26,Male,No,4,Active
I1-37136,Bachelors,Bangalore,3,27,Male,Yes,5,Left
I1-17990,Bachelors,Bangalore,3,27,Female,No,5,Left
I3-45334,Bachelors,Pune,3,29,Male,No,1,Left
I1-11251,Bachelors,Bangalore,3,26,Male,No,4,Active
I1-17660,Bachelors,Bangalore,3,26,Female,No,4,Left
I1-67820,Bachelors,Bangalore,3,27,Male,Yes,5,Left
I3-69674,Bachelors,Pune,3,30,Female,No,0,Active
I1-34846,Bachelors,Bangalore,3,30,Male,No,3,Left
I2-36470,PHD,New Delhi,3,29,Male,No,5,Left
I3-36392,Bachelors,Pune,3,29,Male,No,5,Left
I1-11329,Bachelors,Bangalore,3,26,Female,Yes,4,Left
I2-18464,PHD,New Delhi,3,28,Female,No,0,Left
I1-34326,Bachelors,Bangalore,3,28,Male,No,1,Active
I2-73970,Bachelors,New Delhi,3,27,Female,Yes,5,Left
I1-76219,Bachelors,Bangalore,3,28,Male,No,2,Left
I1-80923,Bachelors,Bangalore,3,29,Male,No,0,Active
I1-49781,Bachelors,Bangalore,3,29,Male,No,3,Left
I3-45991,Bachelors,Pune,3,30,Female,No,2,Active
I1-18759,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-40948,Bachelors,Pune,3,29,Male,No,3,Left
I3-17536,Bachelors,Pune,3,30,Male,No,4,Left
I2-28321,Masters,New Delhi,3,29,Male,No,2,Left
I3-11124,Bachelors,Pune,3,27,Male,No,5,Active
I1-24328,Bachelors,Bangalore,3,28,Male,No,2,Left
I1-59654,Bachelors,Bangalore,3,29,Male,No,1,Left
I1-75299,Bachelors,Bangalore,3,30,Male,No,0,Left
I1-59718,Bachelors,Bangalore,3,28,Female,No,1,Left
I2-52529,Bachelors,New Delhi,3,26,Female,No,4,Left
I3-46139,Bachelors,Pune,2,29,Female,No,1,Active
I2-85090,PHD,New Delhi,3,30,Female,No,2,Left
I1-82138,Bachelors,Bangalore,3,28,Male,Yes,3,Left
I1-18749,Bachelors,Bangalore,3,28,Male,No,1,Left
I3-20750,Bachelors,Pune,3,28,Male,No,5,Left
I3-37277,Bachelors,Pune,2,28,Female,No,1,Active
I1-24747,Bachelors,Bangalore,3,30,Male,No,4,Left
I2-61331,Masters,New Delhi,3,27,Male,No,5,Left
I2-98437,Masters,New Delhi,3,29,Female,Yes,2,Left
I2-78316,Bachelors,New Delhi,3,29,Female,No,2,Active
I1-56393,Bachelors,Bangalore,3,29,Male,No,0,Active
I1-84934,Bachelors,Bangalore,3,28,Female,No,0,Left
I3-17697,Bachelors,Pune,2,28,Female,No,0,Active
I2-56337,Masters,New Delhi,2,27,Female,No,5,Active
I3-79401,Bachelors,Pune,3,28,Female,No,5,Active
I3-60131,Bachelors,Pune,3,28,Male,No,1,Left
I1-67081,Bachelors,Bangalore,1,26,Male,No,4,Active
I2-68263,Bachelors,New Delhi,2,29,Female,No,3,Active
I3-34603,Masters,Pune,3,26,Male,No,4,Active
I3-27955,Bachelors,Pune,3,27,Male,No,5,Left
I3-38127,Bachelors,Pune,3,30,Male,No,4,Active
I1-89430,Bachelors,Bangalore,3,30,Male,No,3,Left
I1-26466,Bachelors,Bangalore,3,29,Male,No,2,Active
I3-94013,Bachelors,Pune,3,26,Male,No,4,Left
I1-91036,Bachelors,Bangalore,3,26,Female,No,4,Left
I2-23951,Masters,New Delhi,2,30,Female,No,2,Active
I3-67452,Bachelors,Pune,3,29,Male,No,0,Left
I3-54378,Bachelors,Pune,1,30,Female,No,0,Active
I1-78273,Bachelors,Bangalore,3,28,Male,No,3,Left
I1-88810,Bachelors,Bangalore,3,28,Male,No,5,Left
I3-58696,Bachelors,Pune,2,30,Female,No,4,Active
I3-19579,Bachelors,Pune,2,28,Male,No,5,Left
I2-10059,Bachelors,New Delhi,3,27,Female,No,5,Active
I1-64484,Bachelors,Bangalore,3,28,Female,No,2,Left
I1-72845,Bachelors,Bangalore,3,29,Female,No,5,Left
I1-92885,Bachelors,Bangalore,3,27,Female,No,5,Active
I3-64011,Bachelors,Pune,2,28,Female,No,3,Active
I1-99872,Bachelors,Bangalore,1,29,Male,No,4,Left
I1-43516,Bachelors,Bangalore,2,30,Male,No,0,Active
I1-80049,PHD,Bangalore,3,28,Male,No,2,Active
I3-38032,Bachelors,Pune,3,28,Female,No,3,Active
I1-83098,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-95177,Bachelors,Bangalore,3,30,Female,No,3,Active
I1-16603,Bachelors,Bangalore,3,29,Male,No,5,Left
I1-79412,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-10152,Bachelors,Bangalore,3,26,Female,No,4,Left
I3-49835,Bachelors,Pune,3,27,Male,No,5,Left
I1-84000,Bachelors,Bangalore,3,27,Female,No,5,Left
I3-54865,Bachelors,Pune,3,28,Male,No,0,Left
I3-84534,Bachelors,Pune,3,29,Male,No,1,Left
I2-70290,Bachelors,New Delhi,2,27,Male,No,5,Left
I2-26326,Bachelors,New Delhi,3,27,Female,No,5,Left
I3-66438,Bachelors,Pune,3,30,Male,No,5,Left
I3-61062,Bachelors,Pune,3,27,Male,No,5,Left
I2-17902,Bachelors,New Delhi,3,30,Female,Yes,3,Left
I3-88925,Bachelors,Pune,2,30,Male,No,1,Active
I2-11603,PHD,New Delhi,3,27,Female,No,5,Left
I3-58476,Bachelors,Pune,3,26,Male,No,4,Left
I3-62194,Bachelors,Pune,2,27,Female,Yes,5,Active
I2-31668,Masters,New Delhi,2,29,Male,No,1,Left
I2-11484,Bachelors,New Delhi,3,28,Female,No,3,Left
I3-27267,Masters,Pune,3,29,Male,No,4,Active
I2-84667,Bachelors,New Delhi,3,28,Female,No,3,Left
I1-37069,Bachelors,Bangalore,3,27,Male,Yes,5,Active
I1-50820,Bachelors,Bangalore,3,29,Male,No,1,Left
I3-32367,Bachelors,Pune,2,26,Male,No,4,Left
I1-66815,Bachelors,Bangalore,3,30,Male,No,2,Active
I2-23532,Bachelors,New Delhi,3,29,Male,No,4,Left
I3-93429,Bachelors,Pune,2,26,Female,No,4,Active
I1-56662,Bachelors,Bangalore,3,27,Female,No,5,Left
I2-19728,Masters,New Delhi,2,26,Male,No,4,Active
I2-79792,Bachelors,New Delhi,3,29,Female,No,2,Left
I1-75398,Bachelors,Bangalore,2,30,Female,No,4,Active
I2-51046,Bachelors,New Delhi,3,29,Female,No,0,Left
I1-57791,Bachelors,Bangalore,3,28,Male,No,3,Active
I1-90500,Bachelors,Bangalore,3,29,Male,No,4,Left
I2-36222,Masters,New Delhi,2,30,Female,No,2,Left
I1-22361,Bachelors,Bangalore,3,29,Male,Yes,2,Active
I2-69803,Bachelors,New Delhi,2,28,Female,No,1,Left
I1-69770,Bachelors,Bangalore,2,27,Female,No,5,Active
I1-67712,Bachelors,Bangalore,3,30,Male,No,4,Left
I1-88773,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-33230,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-61958,Masters,Bangalore,2,30,Male,No,3,Left
I2-46397,Masters,New Delhi,2,29,Male,No,4,Left
I1-89593,Bachelors,Bangalore,3,28,Male,No,3,Left
I2-81114,Masters,New Delhi,3,27,Male,No,5,Active
I1-63047,Bachelors,Bangalore,3,27,Male,No,5,Left
I2-42965,Bachelors,New Delhi,3,27,Male,No,5,Left
I3-61014,Bachelors,Pune,3,30,Male,No,0,Left
I1-31422,Bachelors,Bangalore,3,29,Female,No,0,Left
I3-94193,Bachelors,Pune,2,27,Female,Yes,5,Active
I1-47151,Bachelors,Bangalore,3,26,Female,No,4,Left
I2-51583,Bachelors,New Delhi,3,29,Male,No,1,Left
I1-96015,Bachelors,Bangalore,3,30,Male,No,4,Left
I2-23778,PHD,New Delhi,3,27,Male,No,5,Left
I1-25025,PHD,Bangalore,3,27,Male,No,5,Left
I1-41780,Bachelors,Bangalore,3,28,Male,Yes,1,Active
I1-75591,Bachelors,Bangalore,3,29,Male,No,1,Left
I3-96648,Masters,Pune,2,29,Female,Yes,2,Active
I3-37452,Bachelors,Pune,3,27,Male,No,5,Left
I1-32532,Bachelors,Bangalore,3,27,Female,No,5,Left
I3-40925,Masters,Pune,3,26,Male,No,4,Active
I2-31797,Bachelors,New Delhi,1,27,Female,No,5,Active
I3-30482,Masters,Pune,2,27,Male,Yes,5,Active
I3-20289,Bachelors,Pune,1,28,Female,No,0,Active
I1-67876,Bachelors,Bangalore,3,29,Male,No,4,Active
I2-52800,Bachelors,New Delhi,3,29,Female,No,3,Left
I3-63432,PHD,Pune,2,26,Female,No,4,Left
I1-50305,Bachelors,Bangalore,3,30,Female,No,5,Left
I3-75221,Bachelors,Pune,3,26,Male,No,4,Left
I3-85483,Masters,Pune,3,26,Male,No,4,Active
I3-71497,Bachelors,Pune,2,29,Female,No,2,Active
I1-68980,Bachelors,Bangalore,3,30,Male,Yes,2,Active
I1-89331,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-28301,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-57561,Bachelors,Bangalore,2,28,Female,No,3,Active
I1-28195,Bachelors,Bangalore,3,28,Male,No,0,Active
I1-85139,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-13093,Bachelors,Bangalore,3,28,Female,Yes,0,Left
I2-68049,Masters,New Delhi,3,28,Male,No,2,Left
I1-77348,Bachelors,Bangalore,3,26,Female,No,4,Left
I3-74014,Bachelors,Pune,3,27,Male,No,5,Left
I1-94022,Bachelors,Bangalore,3,28,Male,Yes,2,Left
I3-96622,Bachelors,Pune,3,29,Male,Yes,3,Active
I2-44225,Bachelors,New Delhi,3,29,Male,Yes,4,Left
I1-66353,Bachelors,Bangalore,3,29,Male,No,1,Left
I1-48178,Masters,Bangalore,3,27,Male,Yes,5,Active
I1-89505,Bachelors,Bangalore,3,28,Male,No,5,Left
I3-91448,Masters,Pune,2,27,Male,No,5,Left
I3-29330,Bachelors,Pune,2,27,Male,No,5,Left
I1-45539,Bachelors,Bangalore,3,28,Male,No,4,Left
I2-76985,Bachelors,New Delhi,2,26,Male,No,4,Left
I3-79922,Bachelors,Pune,3,29,Female,No,0,Active
I1-14356,Bachelors,Bangalore,3,26,Female,No,4,Left
I2-88411,Bachelors,New Delhi,2,26,Female,No,4,Left
I3-10921,Bachelors,Pune,2,26,Female,No,4,Active
I1-31523,Bachelors,Bangalore,3,30,Male,No,1,Left
I1-46612,Bachelors,Bangalore,3,29,Male,No,2,Active
I1-96432,Masters,Bangalore,3,30,Male,No,2,Active
I1-15141,Bachelors,Bangalore,3,27,Female,No,5,Left
I2-62046,Bachelors,New Delhi,3,26,Female,No,4,Left
I1-28090,Bachelors,Bangalore,1,30,Male,No,1,Left
I2-19669,Bachelors,New Delhi,3,30,Female,Yes,1,Left
I3-23463,Bachelors,Pune,3,30,Male,No,0,Left
I3-49870,Bachelors,Pune,3,27,Male,No,5,Left
I3-35819,Bachelors,Pune,3,30,Female,No,1,Active
I2-35122,PHD,New Delhi,3,30,Male,No,2,Active
I1-83095,Bachelors,Bangalore,3,29,Male,Yes,1,Active
I1-54844,Bachelors,Bangalore,3,30,Male,Yes,0,Left
I1-41082,Bachelors,Bangalore,3,27,Male,No,5,Active
I2-81542,Bachelors,New Delhi,3,29,Female,Yes,2,Left
I3-62985,Bachelors,Pune,3,28,Male,No,5,Left
I2-89357,Bachelors,New Delhi,3,26,Male,No,4,Left
I3-97974,Bachelors,Pune,2,30,Female,No,1,Active
I2-37028,Masters,New Delhi,2,26,Male,No,4,Active
I1-68542,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-95381,Masters,Pune,3,27,Male,Yes,5,Active
I1-53350,Bachelors,Bangalore,3,27,Female,No,5,Left
